legal_articles,legal_violation_categories,violation_keywords,reason_ai
《中华人民共和国食品安全法》第三十四条（二）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条规定,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第二十九条第一款和,食品药品,食品||食品安全||安全,
《中华人民共和国药品管理法》第七十四条、,食品药品,药品,
《中华人民共和国食品安全法》第三十四条第一款第（四）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第（十三）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十九条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十九条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十三条第一款第（六）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十三条第一款第（二）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十三条第一款第六项条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十三条第一款第五项和第五十六条第二款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十三条第一款第(二)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十三条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十三条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十七条第四十一条规定,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十七条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第七十三条第一款和,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第七十七条第一款第（四）项,食品药品,食品||食品安全||安全,
根据北京市生活饮用水卫生监督管理条例》第二十一条第(三)项,食品药品,ai,生活饮用水卫生监管，属公共卫生。
《中华人民共和国食品安全法》第三十九条第一款、第二款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第七十一第三款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第七十一条第二款,食品药品,食品||食品安全||安全,
根据《生活饮用水卫生监督管理办法》第二十六条第(四)项的规定;行政处罚内容:罚款,食品药品,ai,《生活饮用水卫生监督管理办法》属卫生监管。
《中华人民共和国食品安全法》第七十一条第三项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第七十一条第三款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第七十一条第一项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第七十一条第一款、第三款,食品药品,食品||食品安全||安全,
"《中华人民共和国食品安全法》第七十一条第一款,",食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第七十一条第一款,食品药品,食品||食品安全||安全,
根据《北京市生活饮用水卫生监督管理条例》第二十一条第(三)项,食品药品,ai,生活饮用水卫生监管，属公共卫生。
根据《北京市生活饮用水卫生监督管理条例》第二十一条第(一)项,食品药品,ai,生活饮用水卫生监管，属公共卫生。
《中华人民共和国食品安全法》第七十一条第一款,食品药品,食品||食品安全||安全,
根据《农药管理条例》第五十五条第一款第二项,食品药品,ai,《农药管理条例》属危化品安全管理。
《中华人民共和国食品安全法》第七十一条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百四十条第一款和,食品药品,食品||食品安全||安全,
"《中华人民共和国食品安全法》第七十一条第二款,",食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第（十）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十五条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十五条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第（十一）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第（六）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第（二）项的规定：“第三十四条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第（二）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第（一）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第四项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第十项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第十三项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第二项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第三项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第(四)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第(十)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款第(二)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款二项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十五条、第一百二十二条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第〔二〕项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第(四)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第(十三)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第(十)项,食品药品,食品||食品安全||安全,
"《中华人民共和国食品安全法》第三十四条第(二)项,",食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第(二)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第(九)项、第一百二十五条第一款第(一)项之规定,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第(三)项及六十八条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第(三)项及,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第(三)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条(十三)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十六条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十五条第（一）款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第三十四条第〔四〕项,食品药品,食品||食品安全||安全,
《中华人民共和国药品管理法》第七十四条、第八十四条,食品药品,药品,
《中华人民共和国药品管理法》第七十四条以及,食品药品,药品,
《中华人民共和国药品管理法》第七十四条依据,食品药品,药品,
《中华人民共和国食品安全法》第一百二十五条第一款第（四）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第（二）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第（二）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第（二）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第四项、第一百二十六条第一款第三项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第四项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第二项、第一百二十六条第一款第三项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第二项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第二项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第一项,食品药品,食品||食品安全||安全,
《吐鲁番城市供水管理暂行规定》,食品药品,ai,城市供水管理规定，属水资源管理。
《吐鲁番城市供水管理暂行规定》第十五条,食品药品,ai,供水管理规定，属水资源领域。
《中华人民共和国食品安全法》第一百二十五条第一款第(四)项的规定,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第(四)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款（二）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第(二)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款第(一)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款、第一百二十六条第一款七项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款(二)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第一款,食品药品,食品||食品安全||安全,
《海南省农产品农药残留检测报告单》,食品药品,ai,农产品农药残留检测，属食安监管。
《中华人民共和国食品安全法》第一百二十五条第(四)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条的规定,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条,食品药品,食品||食品安全||安全,
《四川省中药饮片炮制规范》,食品药品,ai,中药饮片炮制规范属药品监管范围。
《中华人民共和国食品安全法》第一百二十二条第二款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十二条第一款和,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十二条第一款、,食品药品,食品||食品安全||安全,
《城市供水价格管理办法》,食品药品,ai,《城市供水价格管理办法》属价格管理。
《城市供水价格管理办法》第一章第五条,食品药品,ai,《城市供水价格管理办法》属价格管理。
《中华人民共和国食品安全法》第一百二十五条第一款第(二)项,食品药品,食品||食品安全||安全,
《城市供水价格管理办法》第三十条,食品药品,ai,依据城市供水价格管理办法，属价格管理。
《中华人民共和国食品安全法》第一百二十五条第二款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第二项,食品药品,食品||食品安全||安全,
《生活饮用水卫生监督管理办法》第二十七条,食品药品,ai,《生活饮用水卫生监督管理办法》属卫生监管领域。
《生活饮用水卫生监督管理办法》第七条、第二十条,食品药品,ai,生活饮用水卫生监管，属公共卫生。
《生活饮用水卫生监督管理办法》第七条,食品药品,ai,生活饮用水卫生监管，属公共卫生。
《生活饮用水卫生监督管理办法》第七条,食品药品,ai,生活饮用水卫生管理，属公共卫生监管。
《生活饮用水卫生监督管理办法》,食品药品,ai,饮用水卫生监管，属公共卫生管理。
《中华人民共和国食品安全法》第一百二十六条第一款第（一）项,食品药品,食品||食品安全||安全,
"《中华人民共和国食品安全法》第一百二十六条第一款第十三项,",食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条第一款第十三项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条第一款第十一项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条第一款第六项,食品药品,食品||食品安全||安全,
《特殊化妆品注册证》,食品药品,ai,化妆品监管属药品化妆品领域。
《中人民共和国食品安全法》第二十八条第（四）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条第一款第二项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条第一款第三项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五条第二款的规定,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条第一款第七项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条第一款第(十一)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条第一款第(五)项,食品药品,食品||食品安全||安全,
《遵义市食品药品监督管理局交办通知》,食品药品,食品||药品||食品药品监督管理局,
《遵义市食品药品检验所药品检验检测报告》,食品药品,检验报告||食品||药品,
《中华人民共和国食品安全法》第一百二十六条第一款第(二)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条第一款第(三)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条一款第（六）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十六条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十五第一款,食品药品,食品||食品安全||安全,
"《中华人民共和国食品安全法》第一百二十五条第二项,",食品药品,食品||食品安全||安全,
《医药产品注册证》,食品药品,ai,涉及医药产品注册证管理规范。
《医药养生保健报》,食品药品,ai,《医药养生保健报》属媒体出版领域。
《医药参考消息》,食品药品,ai,仅见刊名无具体条文内容。
《中华人民共和国食品安全法》第一百二十六条第一款第(四)项,食品药品,食品||食品安全||安全,
《生活饮用水卫生监督管理办法》第二十七条,食品药品,ai,饮用水卫生监督管理，属公共卫生。
《城市供水条例》,食品药品,ai,依据《城市供水条例》，属供水用水管理。
《中华人民共和国食品安全法》第一百二十二条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全 法》第一百二十四第一款第(一):“项,食品药品,食品||食品安全||安全,
《中华人民共和国食品卫生法》第二十条第一款,食品药品,食品,
《广西壮族自治区食品安全条例》第十八条第一款第三项,食品药品,食品||食品安全||安全,
《广西壮族自治区食品药品监督管理系统规范行政处罚自由裁量权裁量基准》第一百零三条规定第二款,食品药品,食品||药品,
《广西壮族自治区食品药品监督管理系统规范行政处罚自由裁量权适用规则》,食品药品,食品||药品,
《广西壮族自治区食品药品监督管理系统规范行政处罚自由裁量权适用规则》第二十三条第（一）项,食品药品,食品||药品,
《广西金绣球食品有限责任公司生产销售台账》,食品药品,食品,
《广西食品安全抽样检验告知书》,食品药品,食品||食品安全||安全,
《广西食品安全抽样检验抽样单（非网络）》,食品药品,食品||食品安全||安全,
《广西食品安全抽样检验结果通知书》,食品药品,食品||食品安全||安全,
《浙江省城市供水管理办法》第四十条第一款第四项之规定,食品药品,ai,属城市供水管理领域规定。
《浙江省城市供水管理办法》第二十五条第一款,食品药品,ai,依据城市供水管理规定属水务领域。
《浙江省城市供水管理办法》第二十一条第一款第四项,食品药品,ai,《城市供水管理办法》属城市供水管理。
《浙江省城市供水管理办法》第三十九条第一款第一项,食品药品,ai,属城市供水管理领域违法情形。
《中华人民共和国食品安全》第一百二十四条第二款“除前款和本法第一百二十三条、第一百二十五条,食品药品,食品||食品安全||安全,
《济南市生活饮用水卫生监督管理办法》第十条第二款,食品药品,ai,生活饮用水卫生监督管理，属公共卫生。
《济南市生活饮用水卫生监督管理办法》第二十七条,食品药品,ai,涉生活饮用水卫生监督管理。
《有机肥料》,食品药品,ai,依据《有机肥料》产品标准与质量要求。
"《济南市生活饮用水卫生监督管理办法》第九条(五),依据",食品药品,ai,生活饮用水卫生监管属公共卫生。
《济南市生活饮用水卫生监督管理办法》第九条(五),食品药品,ai,生活饮用水卫生监管，属公共卫生。
《河北省城市供水价格管理实施细则》第二十四条,食品药品,ai,《城市供水价格管理实施细则》属价格管理规范。
《杭州市城市供水管理条例》第二十三条第一款,食品药品,ai,城市供水管理条例，属水务用水管理。
《杭州市城市供水管理条例》第五十二条第（四）项,食品药品,ai,城市供水管理条例，属水资源领域。
《上海市餐饮服务食品安全行政处罚适用指南》第十四条第三款,食品药品,食品||食品安全||安全||餐饮服务,
《不安全食品召回管理制度》,食品药品,食品||安全,
《浙江省市场监督管理局浙江省药品监督管理局关于行政处罚裁量权行使的指导意见》第十四条第四项,食品药品,药品,
《浙江省市场监督管理局浙江省药品监督管理局关于行政处罚裁量权行使的指导意见》第十一条,食品药品,药品,
《浙江省市场监督管理局浙江省药品监督管理局关于行政处罚裁量权行使的指导意见》,食品药品,药品,
《浙江省市场监督管理局 浙江省药品监督管理局关于行政处罚裁量权行使的指导意见》第十条,食品药品,药品,
《浙江省市场监督管理局 浙江省药品监督管理局关于行政处罚裁量权行使的指导意见》第十五条第一项,食品药品,药品,
《济南市生活饮用水卫生监督管理办法》第十条第一款,食品药品,ai,生活饮用水卫生监管，属公共卫生。
《中华人民共和国食品安全法》第一百二十二条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全国家标准预包装食品标签通则GB7718--2011》,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十三条第（一）项、,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十三条第一款第（一）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十三条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百二十三条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百三十四条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百三十六条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百三十六条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百三十一条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百三十一条第一款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百一十条第（四）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百一十条第四项,食品药品,食品||食品安全||安全,
《塑料一次性餐饮具通用技术要求》,食品药品,ai,产品技术标准要求，属质量规范。
《复合肥料》,食品药品,ai,涉及肥料产品质量标准与管理。
《复混肥料(复合肥料)》,食品药品,ai,复混肥料产品标准要求，属质量管理。
《浙江省卫生健康委员会、浙江省市场监督管理局关于开展浙江省铁皮石斛、灵芝、山茱萸等按照传统既是食品又是中药材物质管理试点工作的请示》,食品药品,食品,
《复混肥料（复合肥料）》,食品药品,ai,涉及复混肥料产品标准与质量要求。
《中华人民共和国食品安全法》第一百一十条第一款第（四）项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百一十条第(四)项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百一十条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第86条第2项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第85条第二项,食品药品,食品||食品安全||安全,
《山东省中药饮片炮制规范》,食品药品,ai,涉及中药饮片炮制规范，属药品监管。
《中华人民共和国食品安全法》第85条第2项,食品药品,食品||食品安全||安全,
《广州市倩采化妆品有限公司2017年1月-2020年12月无合法凭证明细表》,食品药品,ai,无合法凭证入账，属账务违规。
《中华人民共和国食品安全法》第85条第1款第4项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第42条第1款第7项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第34条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第28条第2项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第28条第1款第4项,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第126条,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第一百一十条第四款,食品药品,食品||食品安全||安全,
《中华人民共和国食品安全法》第二十八条第一款第九项,食品药品,食品||食品安全||安全,
《生活饮用水卫生监督管理办法》第二十七条、,食品药品,ai,涉及饮用水卫生监督管理规定。
《生活饮用水卫生监督管理办法》第二十六条第(三)项,食品药品,ai,《生活饮用水卫生监督管理办法》属卫生监管。
《中华人民共和国药品管理法》第五十九条第二款之规定依据,食品药品,药品,
《中华人民共和国药品管理法》第五十五条,食品药品,药品,
《中华人民共和国药品管理法》第五十六条,食品药品,药品,
《中华人民共和国药品管理法》第八十四条,食品药品,药品,
《中华人民共和国药品管理法》第八十条,食品药品,药品,
《中华人民共和国药品管理法》第六十一条第三款,食品药品,药品,
《中华人民共和国药品管理法》第十六条,食品药品,药品,
《中华人民共和国药品管理法》第十六条第一款,食品药品,药品,
《中华人民共和国药品管理法》第十六条第一款,食品药品,药品,
《中华人民共和国药品管理法》第十六条第一款、第十八条和,食品药品,药品,
《中华人民共和国药品管理法》第十六条第一款的规定,食品药品,药品,
《中华人民共和国药品管理法》第四十三条第一款,食品药品,药品,
《中华人民共和国药品管理法》第四十九条,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第一款,食品药品,药品,
《中华人民共和国药品管理法》第五十九条第一款的规定依据,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第一款、第三款第(六)项,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第一款、第三款第（六）项,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第一款、第二款,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第一款、第二款和第三款第六项,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第一款和第三款第(六)项,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第一款的规定因按,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第三款第(六)项,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第三款第一项、第二项,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第三款第五项,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第三款第六项,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第三款第（六）项,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第二款,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第（六）项,食品药品,药品,
《中华人民共和国药品管理法》第四十九第二款,食品药品,药品,
《中华人民共和国药品管理法》第四十五条第一款,食品药品,药品,
《中华人民共和国药品管理法》第四十九条第一款、第三款第六项,食品药品,药品,
《中华人民共和国药品管理法》第四十八条第一款,食品药品,药品,
《中华人民共和国药品管理法》第五十九条第一款及第二款,食品药品,药品,
《中华人民共和国药品管理法》第五十三条第一款,食品药品,药品,
《中华人民共和国药品管理法》第七十四条和,食品药品,药品,
《中华人民共和国药品管理法》第七十四条的规定,食品药品,药品,
《中华人民共和国药品管理法》第七十四条第一款,食品药品,药品,
《中华人民共和国药品管理法》第三十二条、第四十九条,食品药品,药品,
《中华人民共和国药品管理法》第三十二条第一款、第四十九条第一款,食品药品,药品,
《中华人民共和国药品管理法》第三十二条第一款、第四十八条第一款,食品药品,药品,
《中华人民共和国药品管理法》第三十四条,食品药品,药品,
《中华人民共和国药品管理法》第三款第六项,食品药品,药品,
《中华人民共和国药品管理法》第三款第（六）项,食品药品,药品,
《中华人民共和国药品管理法》第九十八条,食品药品,药品,
《中华人民共和国药品管理法》第九十八条第一款,食品药品,药品,
《中华人民共和国药品管理法》第九十八条第一款、第二款第(二)项,食品药品,药品,
《中华人民共和国药品管理法》第九十八条第一款、第二款第（七）项,食品药品,药品,
《中华人民共和国药品管理法》第九十八条第一款和,食品药品,药品,
《中华人民共和国药品管理法》第五十九条第一款,食品药品,药品,
《中华人民共和国药品管理法》第九十八条第三款,食品药品,药品,
《中华人民共和国药品管理法》第九十八条第三款第七项,食品药品,药品,
《中华人民共和国药品管理法》第九十八条第三款第（七）项,食品药品,药品,
《中华人民共和国药品管理法》第九十八条第二款第(一)项,食品药品,药品,
《中华人民共和国药品管理法》第九十八条第二款第五项,食品药品,药品,
《中华人民共和国药品管理法》第九十八第一款,食品药品,药品,
《中华人民共和国药品管理法》第九十条,食品药品,药品,
《中华人民共和国药品管理法》第九十条,食品药品,药品,
《中华人民共和国药品管理法》第九条,食品药品,药品,
《中华人民共和国药品管理法》第九条第一款、,食品药品,药品,
《中华人民共和国药品管理法》第二十五条,食品药品,药品,
《中华人民共和国药品管理法》第五十一条第一款,食品药品,药品,
《中华人民共和国药品管理法》第五十七条,食品药品,药品,
《中华人民共和国药品管理法》第五十三条,食品药品,药品,
《中华人民共和国药品管理法》第五十三条第一款,食品药品,药品,
《中华人民共和国药品管理法》第九十八条第三款第(七)项,食品药品,药品,
《生活饮用水卫生监督管理办法》第二十六条,食品药品,ai,生活饮用水卫生监管，属卫生领域。
《中华人民共和国药品管理法》第四十八条第一款、第二款第（二）项,食品药品,药品,
《中华人民共和国药品管理法》第四十八条第二款第（二）项,食品药品,药品,
《流通环节食品安全监督管理办法》第九条第一款第（一）项,食品药品,食品||食品安全||安全||安全监理,
《流通环节食品安全监督管理办法》第九条第一款第（二）、（十三）项,食品药品,食品||食品安全||安全||安全监理,
《生活饮用水卫生监督管理办法》第六条的规定,食品药品,ai,生活饮用水卫生监管，属公共卫生管理。
《生活饮用水卫生监督管理办法》第六条之规定,食品药品,ai,涉及饮用水卫生监督管理规定。
《流通环节食品安全监督管理办法》第九条第一款第（二）项、第（十一）项,食品药品,食品||食品安全||安全||安全监理,
《中华人民共和国进出口食品安全管理办法》第四十四条第二款,食品药品,食品||食品安全||安全,
《流通环节食品安全监督管理办法》第九条第一款第（十三）项,食品药品,食品||食品安全||安全||安全监理,
《流通环节食品安全监督管理办法》第九条第一款第（十二）项,食品药品,食品||食品安全||安全||安全监理,
《流通环节食品安全监督管理办法》第九条第一项第十三款,食品药品,食品||食品安全||安全||安全监理,
《流通环节食品安全监督管理办法》第九第一款第（十一）项,食品药品,食品||食品安全||安全||安全监理,
《流通环节食品安全监督管理办法》第二十三条第一款,食品药品,食品||食品安全||安全||安全监理,
《流通环节食品安全监督管理办法》第五十三条,食品药品,食品||食品安全||安全||安全监理,
《流通环节食品安全监督管理办法》第五十三条、第五十六条,食品药品,食品||食品安全||安全||安全监理,
《流通环节食品安全监督管理办法》第五十五条,食品药品,食品||食品安全||安全||安全监理,
《生活饮用水卫生监督管理办法》第十一条,食品药品,ai,生活饮用水卫生监管，属公共卫生。
《流通环节食品安全监督管理办法》第五十六条,食品药品,食品||食品安全||安全||安全监理,
《流通环节食品安全监督管理办法》第五条,食品药品,食品||食品安全||安全||安全监理,
《流通环节食品安全监督管理办法》第十二条和第十三条第二款,食品药品,食品||食品安全||安全||安全监理,
《生活饮用水卫生监督管理办法》第六条,食品药品,ai,生活饮用水卫生监督，属公共卫生管理。
《生活饮用水卫生监督管理办法》第六条,食品药品,ai,生活饮用水卫生监管，属公共卫生。
《生活饮用水卫生监督管理办法》第二十六条：第四款,食品药品,ai,《生活饮用水卫生监督管理》属卫生监管。
《生活饮用水卫生监督管理办法》第二十六条第四项,食品药品,ai,生活饮用水卫生监管事项，属卫生领域。
《生活饮用水卫生监督管理办法》第二十六条第三项,食品药品,ai,生活饮用水卫生管理，属公共卫生监管。
《生活饮用水卫生监督管理办法》第二十六条第三项,食品药品,ai,《生活饮用水卫生监督管理办法》属卫生监管。
《邵阳市工商行政管理局2012年2季度流通环节食品抽样检验结果送达书》,食品药品,年度检验||食品,
《生活饮用水卫生监督管理办法》第二十六条第一款第(三)项的规定,食品药品,ai,生活饮用水卫生监管，属公共卫生。
《生活饮用水卫生监督管理办法》第二十六条第一款第(三)项,食品药品,ai,《生活饮用水卫生监督管理办法》属卫生监管领域。
《生活饮用水卫生监督管理办法》第二十六条第(四)项行政处罚的履行方式和期限:罚款,食品药品,ai,饮用水卫生监管事项，属公共卫生。
《生活饮用水卫生监督管理办法》第二十六条第(四)项,食品药品,ai,涉及生活饮用水卫生监督管理，属卫生领域。
《生活饮用水卫生监督管理办法》第二十六条第(三)项,食品药品,ai,饮用水卫生监管，属公共卫生管理。
《流通环节食品安全监督管理办法》第五十六条,食品药品,食品||食品安全||安全||安全监理,
《中华人民共和国药品管理法》第四十八条第二款第（一）项,食品药品,药品,
《生活饮用水卫生监督管理办法》第十二条,食品药品,ai,生活饮用水卫生监管，属公共卫生。
《生活饮用水标准检验方法》,食品药品,ai,涉及生活饮用水卫生检验标准规范。
《中华人民共和国药品管理法》第四十四条第一款,食品药品,药品,
《中华人民共和国药品管理法实施 条例》,食品药品,药品,
《中华人民共和国药品管理法实施条例》,食品药品,药品,
《中华人民共和国药品管理法实施条例》第七十五条,食品药品,药品,
《中华人民共和国药品管理法实施条例》第七十五条,食品药品,药品,
《中华人民共和国药品管理法实施条例》第八十一条,食品药品,药品,
《肥料标识内容和要求》,食品药品,ai,农用肥料产品标识管理，属产品质量。
《肥料标识 内容和要求》,食品药品,ai,肥料标识规范属产品质量管理。
《中华人民共和国药品管理法实施条例》第八十一条,食品药品,药品,
《中华人民共和国药品管理法实施条例》第六十八条和,食品药品,药品,
《中华人民共和国药品管理法实施条例》第四十三条和,食品药品,药品,
《肥料产品抽样单》,食品药品,ai,《肥料产品抽样单》属产品质量监管。
《肥料中有毒有害物资的限量要求》,食品药品,ai,肥料中有害物质限量属于产品质量要求。
